id,url,state,action,background,additional_details,signature_count,date_created,date_responded,date_debated,is_environmental,openai_explanation
549342,https://petition.parliament.uk/petitions/549342.json,closed,Allow people to build low impact and sustainable homes more easily in England,"Update planning laws to allow for environmentally friendly, low impact and sustainable homes to be built in England more easily, thus letting people live with less impact on the environment. This has been done with the one planet development policy in Wales and the crofting legislation in Scotland.","The current housing crisis and worsening climate crisis are both problems facing us currently. The movement for low impact and sustainable dwellings, like those allowed by the Welsh one planet development policy and Scottish Crofting Commission are helping to reduce both of these issues. The current, outdated legislation in England makes it difficult to build low impact dwellings with sustainable materials, ultimately resulting in environmental damage and a potentiation of the housing crisis.",4401,2020-08-23T10:47:39.795Z,,,True,Relates to building sustainable homes
330416,https://petition.parliament.uk/petitions/330416.json,closed,Ban ‘permitted discharge’ of foul water into rivers ,"Stop utility companies from being able to discharge foul water into the rivers, other than in the infrequent times of heavy rainstorms. 
",Utility companies are depositing more and more raw sewerage into UK rivers. Utility companies should have to upgrade/replace these pumping stations to accommodate the increase in connections from developments and ensure their modelling of the foul network has an allowance for misconnected surface water connection.,4390,2020-07-04T14:47:02.790Z,,,True,Relates to water pollution
597627,https://petition.parliament.uk/petitions/597627.json,closed,Ban commercial donkey rides and donkey hire,"Stop the cruel practice of using donkeys for entertainment. They are very docile by nature and are often unable to vocalise about their traumatic experience. Other animals will try to defend themselves, donkeys often just freeze, this makes them very easy to exploit all for human profit.","Donkeys are forced to ""work"" from early age till old age (retire), transported to/from beaches and other places of hire, used as ""live"" fairground rides due to their docile nature. Donkeys are not slaves and should not be exploited for public entertainment and profits. Used as ""working donkeys"" most months of the year as much as six days a week, full day, often tied up. They work so hard, it can put strain on their backs that can require a vet or a chiropractor's attention. It is cruel and unnatural.",4264,2021-09-23T09:37:05.778Z,,,True,Relates to animal welfare
605609,https://petition.parliament.uk/petitions/605609.json,closed,"Hold an urgent inquiry into the energy crisis, and remove VAT on fuel","The Government should hold an urgent inquiry into the energy crisis, which should investigate why this has happened, how it can be resolved and find a way to ensure it does not happen again in the future. The inquiry should also look into how changes in wholesale prices are passed on to consumers.","The Government should also abolish VAT on fuel, to help ensure people are not left without gas and electricity. Many people are worried sick how they are going to afford their fuel bills. Confusion and chaos caused by the collapse of many gas and electricity companies. People should not have to choose between heating their homes or eating, but sadly this is already happening for too many. Obviously when fuel prices increase so does food, clothing, travel etc, so there is a knock-on effect for consumers. ",4184,2022-01-09T17:57:32.564Z,,,False,Not related to enviromental issues
571229,https://petition.parliament.uk/petitions/571229.json,closed,Ban the use of plastic 6 pack rings in the UK,I want the Government to ban the use of plastic 6 pack rings in the UK due to the damage they cause to the environment.  They're particularly damaging to wildlife and have been banned already in some parts of the world.,"Although consumer pressure is already persuading some manufacturers to abandon plastic 6 pack rings it would be better if there was an outright, legal ban. Only the government can pass a law to do that.",4147,2021-01-20T20:55:08.898Z,,,True,Relates to plastic pollution
596189,https://petition.parliament.uk/petitions/596189.json,closed,The government to overturn the decision to replace E5 petrol with the E10 type.,The government has introduced the E10 petrol without any consultation of the UK population. This was not stated during the election so there is no mandate for this action.,"E5 petrol is still available but a a higher cost, making this just another stealth tax. The E10 fuel should be therefore be scrapped as it does  very little to reduce pollution.

The government is promoting the use of electric vehicles so emissions will start to reduce naturally over time.

The introduction of the less efficient E10 fuel will require drivers to drive their vehicles harder therefore potentially increasing the emissions.",4019,2021-09-01T18:21:39.698Z,,,False,Not related to enviromental issues
584430,https://petition.parliament.uk/petitions/584430.json,closed,Ban the sale of plastic wet wipes; affordable alternatives are widely available,"Government should ban the sale of baby and personal care wipes containing plastic in the UK by April 2022. Following DEFRA’s ban on single-use plastic straws, cotton buds and stirrers, wet wipes containing plastic should also be phased out and replaced with plastic-free, sustainable alternatives.","90% of the 11bn wipes sold in the UK contain plastic. They take 100+ years to degrade, leaving microplastics. Single-use plastic wipes are also behind 93% of sewer-clogging fatbergs, costing the taxpayer millions of pounds annually, and are the third most common marine litter item in the UK. Microplastic filters into our food chain and has even been found inside human placentas, potentially causing foetal damage. Government intervention is needed to drive forward change that is happening too slowly.",3955,2021-04-27T18:58:25.149Z,,,True,Relates to plastic pollution
300164,https://petition.parliament.uk/petitions/300164.json,closed,"Ban pelagic trawlers, attach pingers to all boats, stop slaughter of dolphins.","Last year the Margiris Super Trawler was off the coast of Sussex, this trawler has been banned around the world, due to the damage to marine mammals. Since then several large pelagic factory ships have been operating around the coast. consequently 100s of dead dolphins have washed up on beaches.","The UK Government should work internationally to ban these trawlers and remove them from UK waters. All fishing vessels that fish our seas to have pingers attached, that deter dolphins from being in the area of the net. Reducing the number of large trawlers, would make the sea more sustainable, plus allowing more fish to be caught by the local fisherman, retaining more jobs and prosperity in seaside towns. The increase in dolphin numbers would also encourage tourists to visit these towns, giving coastal resorts an investment at no cost.",3896,2020-03-03T20:59:03.467Z,,,True,Relates to animal welfare
612011,https://petition.parliament.uk/petitions/612011.json,closed,Make protection of hedgerows a condition of ELM and BPS subsidies,"The Government should seek to protect hedgerow habitats by requiring any hedgerow adjacent to field sections & borders to be allowed a full three-year growth cycle, as a condition of any payment or subsidy through the Environmental Land Management (ELM) schemes and the Basic Payment Scheme (BPS).","Hedgerow supports many creatures that other types of habitat do not, providing harvest and shelter for the broadest range of species. The depth of three-yearly cuts must allow for sustainably healthy growth and development of foliage. Cutting depth thus to be subject, also, to limitation.

Making the retention of hedgerows a condition of BPS and ELM payments, particularly the Sustainable Farming Initiative (SFI), should ensure re-wilding of natural landscape as food, shelter and nest sites are restored, but this will take some time as ancient tracts of hedgerow have been weakened. Other landowners should be encouraged to follow suit, and means considered to reward their doing so. Such moves would ensure that public money is used to fund environmentally sustainable practices.",3863,2022-03-22T05:51:44.096Z,,,True,Relates to hedgerow habitat protection
552333,https://petition.parliament.uk/petitions/552333.json,closed,Ban the redevelopment of agricultural land. Protect it for food production.,We would like the government to protect our agricultural / farmland for food production and not allow it to be used for building houses or other projects that would harm the soil or stop it producing food for our nation.,"The UK on average only produces around 50% of the food eaten by its population, with global warming, changing the weather around the world, the UK should no longer rely on vast amounts of food from other countries to feed us,  it is important that we retain the ability to feed  our population, preventing food shortages and starvation in future years.

Only by protecting our farmland will we be able to meet this need for food, if it is no longer available from abroad.",3630,2020-09-24T14:26:52.049Z,,,False,Not related to the environment
572052,https://petition.parliament.uk/petitions/572052.json,closed,Ban the sale of hamster cages under the size of 620sq inches.,"To ban all sales and resales of cages under 620sq inches (the recommended minimum) for all breeds of hamsters. This is unbroken floor space.

Hamsters in cages that are too small get stress and leads to health problems and often death. Small cages also leads to not enough enrichment and exercise.","Hamsters have been wrongly marketed for years as small pocket pets. This is simply not the case. They need at least 620sq inches of floor space. It is cruel for hamsters to be kept in cages that do not meet this minimum requirements of floor space that a hamster needs to recreate their natural behaviours. In the wild a hamster would run for 4-5 hours every night, forage for food, go in and out of burrows and search high and low for food. Hamsters need the opportunity to recreate this in cages.",3598,2021-01-26T00:59:40.059Z,,,False,Not related to the environment
553090,https://petition.parliament.uk/petitions/553090.json,closed,Habitat Protection - Public inquiry and reform of protections,"We need the Government to hold a public inquiry into why so many native species are struggling to survive and why so many are on the verge of extinction, which should result in reform of environmental laws and the Government’s approach to protecting biodiversity.","Research has found that one in seven species in the UK face extinction, and over 40% of species have experienced decline since 1970.

A full public inquiry could establish the extent to which current laws provide adequate protections for UK species, and the effectiveness of Natural England and Defra, and whether any reforms to current laws and the Government’s wider approach to protecting biodiversity are needed.",3571,2020-10-02T13:47:23.129Z,,,True,Related to habitat protection and biodiversity
625054,https://petition.parliament.uk/petitions/625054.json,open,More funding for CAMHS inpatient facilities,"Make sure that patients have access to the right care when inpatient in UK CAMHS mental health wards, more training, more awareness and more care for young people in mental health hospital facilities. More staff, more care, more treatments.","Because patients who get admitted to CAHMS inpatient services often come out with more trauma, it is a very inhumane environment and many units have a lack of care and lack of safety when it comes to looking after their patients. People loose there lives because of lack of training. Patients who are discharged struggle with PTSD and flashbacks and nightmares after being in these places. Not all of them are bad, but the majority are. And they need more funding in order to make it a safe and caring environment.",3481,2022-10-11T08:00:32.745Z,,,False,Not related to the environment
589500,https://petition.parliament.uk/petitions/589500.json,closed,Provide additional funding for redistributing surplus food,"In April the Environment, Food and Rural Affairs Committee called on the Government to provide ongoing funding to redistribute surplus food from the farmgate and across the supply chain to food aid providers. In June the Government said there were no plans for further grants. This should change.","A Minister at the Department for Environment, Food and Rural Affair told the Committee “that the Government takes food waste very seriously” and that she expects “this to be an area in which we continue to work as Government”. We need the Government to provide public funding to enable the many agencies to carry out the work necessary to prevent food waste and improve food security.",3469,2021-06-22T17:23:49.825Z,,,True,Related to food redistribution
587966,https://petition.parliament.uk/petitions/587966.json,closed,Put Azores and Madeira Islands on travel Green list,Review the data from Madeira Islands and Azores Islands regarding COVID rates and create exemptions for these two regions as they are separate from the mainland Portugal and should be kept in the travel Green list.,Madeira and Azores Islands have different rules from Portugal mainland. This has allowed them to keep Covid rates under control. Moving them to the Amber list with Mainland Portugal is unfair to their population and to UK people who had hoped to visit a safe place on holidays this summer.,3361,2021-06-04T13:54:00.339Z,,,True,Related to travel and CO2 emissions
328528,https://petition.parliament.uk/petitions/328528.json,closed,Incorporate wildlife tunnels in the HS2 plans to mitigate ecological damage,"Create regular tunnels under the railway to connect habitats and provide safe passage for wildlife. This should be a mixture of small tunnels for small mammals, invertebrates and amphibians, large tunnels for deer and badgers, and culverts for aquatic/semi-aquatic life.","Overground areas of HS2 pose a variety of threats to wildlife by blocking movement or causing direct mortality. Wildlife tunnels can mitigate these effects by connecting fragmented urban and rural habitat and reducing collisions - it has been extremely successful with other infrastructure projects across the world. Connectivity is vital for maintaining genetic diversity and allowing animals assess different territories, resources and mates; all vital for preventing further species decline.",3269,2020-06-21T13:37:18.192Z,,,True,Related to wildlife protection and ecological damage
334111,https://petition.parliament.uk/petitions/334111.json,closed,Review the approval of fish barriers at Hoveton Great Broad,The Government should review the Environment Agency decision to grant a license to install fish barriers and re-examine the results of the 7 year study demonstrating the importance of Hoveton Great Broad to fish and wildlife in the Broads.,"Angling is said to be worth over £100 million to the broads economy now at risk by these plans. I am concerned that the Heritage Lottery funding for the project appears to have been obtained on a false prospectus and due process not followed in the permitting decision with formal objections from Environment Agency fisheries experts seemingly disregarded and Water Framework Directive requirements potentially breached along with SAFFA's requirement on the EA to protect, enhance and improve freshwater fisheries, protect spawning fish and areas where fish spawn.",3268,2020-08-07T09:15:07.877Z,,,True,Related to wildlife protection and ecological damage
608803,https://petition.parliament.uk/petitions/608803.json,closed,"Regulate wildlife food so it’s safer for hedgehogs, and all mammals & birds",Shockingly there are currently no regulations on foods sold to be given to wildlife. These foods can contain ingredients that are unsuitable or even harmful.,"We are calling on the Government to regulate these products, so only foods that are suitable for particular animals can be sold as such.
 
Sadly, well-meaning people are buying products labelled as food for particular animals, but they often contain ingredients that can cause the animals that eat it health problems, or even death. We are therefore calling on the government to regulate these products.
 
On 30th July 2020, hedgehogs were added to the Red List for British mammals and classified as vulnerable to extinction. Ensuring food sold as suitable for hedgehogs is safe could help protect this species.
",3243,2022-02-15T11:10:37.456Z,,,True,Related to wildlife protection and food safety
622021,https://petition.parliament.uk/petitions/622021.json,open,Reverse implementation of Freeports unless approved by a public vote,"Stop developing areas of the country into Freeports, and reverse implementation of existing freeports, until the public is given a democratic opportunity to approve or reject them, having been fully informed about how they will impact the nation.","There are many areas of concern: workers' rights therein, NI provision, the possibility of fracking in National Park areas, the running of them by private entities, involvement of local populations in decision-making. The public should be given the opportunity to decide if they want this policy to go ahead, following wider public debate on this policy.",3161,2022-08-17T19:10:14.606Z,,,True,Related to environmental protection and public voting
325653,https://petition.parliament.uk/petitions/325653.json,closed,Revoke Government support for large-scale new nuclear projects,"We petition the Government to revoke its support for large-scale nuclear power projects. They would be counter-productive to the UK's economic recovery, its climate targets and future national security.","Large nuclear projects are now too costly, however funded; too slow to construct, too fraught with technical obstacles and too controversial if run by overseas developers. Rather than contributing to a sustainable Green Recovery I worry they are draining funding, time and government attention from solutions that are much more deliverable and cost-effective.",3104,2020-06-08T15:07:37.569Z,,,False,Not related to environmental concerns
566460,https://petition.parliament.uk/petitions/566460.json,closed,Include Cabin Crew as frontline staff and prioritise for Covid 19 vaccine,Include Airline Cabin Crew as frontline staff and key workers and give us a higher priority to be vaccinated for the Covid 19 vaccine due to the nature of the job.,Cabin Crew are still catching Covid 19 due to insufficient testing of passengers to and from different destinations due to different rules in other countries where restrictions are not as strict as they should be. This then leaves us with a loss of earnings and puts those of us in high risk categories or who have family members who are high risk at risk of the virus. If we are vaccinated along with other frontline staff this will reduce the problem.,3098,2021-01-03T21:01:22.316Z,,,False,Not related to environmental concerns
311738,https://petition.parliament.uk/petitions/311738.json,closed,Strengthen laws against online abuse and harassment,"Reform of the criminal law is needed to protect victims from online abuse and harassment. We all have Freedom of Speech, but this must not protect online bullying and harassment, which are not acceptable in any form.","The Law Commission has stated that current laws do not adequately reflect the nature of some online abuse and the harm it can cause, and that these laws could be clearer and more effectively target serious harm and criminality. I think it's time for the Government to implement tougher laws on online abuse and enact legislation restricting certain behaviour online, including on social media. This could help protect the lives of thousands of people who take their own life each year.",3070,2020-03-29T03:06:25.109Z,,,False,Not related to environmental concerns
578999,https://petition.parliament.uk/petitions/578999.json,closed,Put a ban on factory farming,"Factory farming can be a nest for diseases and pandemics and use of antibiotics to control is causing problems for the Animals and people.

They contribute to climate change","The Government need to listen to the majority of people who do not want these factory farming anymore.

This is not farming,this is violence and cruelty.

Which is affecting us all,our health,Animals welfare and the planet health.",3029,2021-03-11T12:37:16.260Z,,,True,"Related to climate change, air pollution and water pollution"
577569,https://petition.parliament.uk/petitions/577569.json,closed,Make mountain hares a protected species in the Wildlife and Countryside Act 1981,"The conservation status of UK mountain hares, a native species, is currently unfavourable. We urge the Government to amend legislation to provide an equivalent level of protection for mountain hares in England & Wales to that conferred on more abundant Scottish mountain hares.","Mountain hares, a UK Biodiversity Action Plan priority species, exist in England as a highly vulnerable, very small and isolated population in the Peak District. Current legal protection is wholly inadequate and fails to protect against factors which contribute to significant population decline, such as over-shooting, snaring, trapping, hunting & coursing. Continued unregulated human activity in conjunction with environmental factors could prove catastrophic to this population.",3008,2021-03-02T10:50:20.498Z,,,True,Related to wildlife conservation
613442,https://petition.parliament.uk/petitions/613442.json,closed,Ban the sale of flying plastic rings to help protect marine wildlife,"Flying Ring, Frisbees with holes whatever you want to call them, are harming our marine wildlife. The sale of them needs to be banned. Every year there are reports of hundreds of seals ending up injured or dead because of a simple toy. ","Flying rings get embedded into seals necks and cause, I should imagine, a lot of pain.

Seal pups are apparently inquisitive mammals so often play with these rings when they find them. It then gets stuck on their neck and as they grow it gets tighter and tighter until eventually they choke or starve to death. Please ban the sale.",2996,2022-03-31T17:56:23.252Z,,,True,Related to wildlife conservation
325067,https://petition.parliament.uk/petitions/325067.json,closed,Country Of Origin Labelling should be compulsory on all imported food,"The USA wants to export food to the UK Including hormone-fed beef and chlorinated chicken. UK consumers should have the choice of what they eat, so Parliament should pass legislation that makes Country Of Origin Labelling compulsory on all food that is imported.","An enquiry by MPs into a possible trade deal was told by experts of the chlorine washing of chicken in the US as an alternative to keeping facilities clean, the use of growth hormone in animal feed and 82 different pesticides that are banned in the EU and UK",2974,2020-06-06T10:01:44.787Z,,,False,Not related to environmental concerns
300368,https://petition.parliament.uk/petitions/300368.json,closed,Ban the use of peat in gardening and horticulture,"Peat is vital in fighting climate & ecological breakdown, as peat bogs store vast amounts of carbon and provide wildlife habitat. Using peat based compost destroys peat bogs. We need to ban the use of peat in gardening & horticulture.","• 3 million cubic metres of peat sold for horticultural use annually in UK, ⅓ from UK peatlands (IUCN http://bit.ly/peat-extraction-horticulture) 
• 20 million tonnes carbon dioxide lost to atmosphere annually from UK’s damaged peatlands (IUCN http://bit.ly/peat-climate) 
• Peatland destruction releasing vast amounts of CO2 (New Scientist http://bit.ly/peatland-destruction)  
• Peatlands support many important species & unique ecosystems (IUCN http://bit.ly/peat-species)",2971,2020-03-04T22:42:51.055Z,,,True,Related to climate change and habitat conservation
578081,https://petition.parliament.uk/petitions/578081.json,closed,Remove the VAT on Period Pants,"In January 2021 the UK Government abolished the VAT on menstrual products, but failed to include period pants which continue to be taxed at 20% because the Government classifies them as a garment. The tax code must be brought up to date in line with products like tampons, pads, and menstrual cups.","This tax is making an environmentally and financially sustainable alternative more expensive.

Disposable products can contain up to 90% plastic and cannot be recycled. To reduce period poverty, improve menstrual literacy and tackle the climate emergency, the Government must act to make this sustainable option more accessible.

We call on the Treasury to remove this burdensome financial barrier and encourage environmentally friendly consumer behaviour.'
",2962,2021-03-05T14:48:45.268Z,,,False,Not related to environmental concerns
555551,https://petition.parliament.uk/petitions/555551.json,closed,"Fund free female sanitary products, such as sanitary towels and tampons","The Government should fund the provision of free female sanitary products, because it’s a natural occurrence that women cannot control or choose not to have, and sanitary products are very expensive and the cheaper ones available can cause many females rashes and other problems.","I believe that it’s unfair for women of all ages to have to pay for items they need. We cannot control our periods and can’t chose whether to have them or not. There are many women, such as myself, who struggle to afford them.
 
The cheaper products sold can cause many women with more sensitive bodies rashes and other problems, meaning we have to buy the more expensive ones to ensure we are not irritated and put through more pain whilst it’s our time of the month.",2887,2020-10-21T19:06:03.534Z,,,False,Not related to environmental concerns
315762,https://petition.parliament.uk/petitions/315762.json,closed,Ban the sale of disposable barbecues.,"Each year supermarkets push the sale of cheap disposable barbecues. These are frequently taken to be used in parks and greenspaces, often without the landowners permission. In many cases, having already scorched the ground below these barbecues are frequently left giving rise to wild fires.","In an age where resources are increasingly scarce and the rising odds of our society being locked into runaway climate change, we cannot afford to allow for habitat destruction caused by the irresponsible use of disposable barbecues. People shouldn't be able to walk into a shop to buy what in effect is a wild fire kit for around £5. If people want to barbecue they should only be able to use facilities provided by a landowner's good grace or use a more sustainable model at home.",2838,2020-04-13T08:52:20.569Z,,,True,Ban the sale of disposable barbecues which can cause wild fires and damage the environment.
585261,https://petition.parliament.uk/petitions/585261.json,closed,Add the Canary Islands to the green list for international travel,Do not group the Canaries with mainland Spain on the traffic light system. These islands rely on tourism and allow free PCR tests if required. These islands should be considered for the green list.,The Canaries have a relatively low covid outbreak compared to many places yet have been grouped with mainland Spain when it comes to the traffic light system. These islands rely on tourism in order to exist and until recently we're not grouped with Spain and should be allowed on the green list.,2819,2021-05-07T19:46:17.133Z,,,False,Add the Canary Islands to the green list for international travel.
560905,https://petition.parliament.uk/petitions/560905.json,closed,Ban the sale and use of Fipronil and Imidacloprid in flea treatments for pets,"The UK Government must prohibit the manufacture, sale and use of flea treatments for domestic pets that contain harmful pesticides, in order to prevent harm to aquatic life and to protect the natural environment.","There are an estimated 10 million dogs and 11 million cats in the UK. 

The majority of pets routinely receive flea treatments, many of which contain toxic chemicals that find their way into watercourses, polluting rivers and poisoning aquatic life.

Fipronil and Imidacloprid - two of the chemicals most commonly used - have already been banned in farming.

The continued use of these chemicals to treat domestic pets can harm aquatic life and other organsims and must be stopped immediately.",2817,2020-11-17T21:38:00.299Z,,,True,Ban the sale and use of Fipronil and Imidacloprid in flea treatments for pets which are harmful to aquatic life and the environment.
594733,https://petition.parliament.uk/petitions/594733.json,closed,Do not give consent to the Rampion2 windfarm extension off the coast of Sussex,"Energy Companies should be encouraged to make investments in windfarms in areas like the North Sea where the winds blow at greater strengths and more constantly, resulting in higher efficiencies. This would also be out of sight of land.","We believe the proposal to install up to 116 windturbines in Sussex Bay stretching from Worthing to Selsey will blight the whole seascape along this area of outstanding natural beauty. The turbines will be as tall as 325m, 2.35 times  the height of Rampion1 turbines, and  higher than any hill in West Sussex. Sited only 8 miles from the shoreline, this proposal will be much nearer land than many offshore wind farms, which will impact local communities to a greater extent.",2781,2021-08-12T13:41:41.591Z,,,False,Do not give consent to the Rampion2 windfarm extension off the coast of Sussex.
614768,https://petition.parliament.uk/petitions/614768.json,closed,Fund 3 rounds of IVF for all couples who cannot conceive naturally,"NICE guidelines state if you are a woman aged under 40 you should be offered 3 full cycles of IVF if you have been trying for more than 2 years. Yet CCGs set their own criteria which means IVF is not offered to many couples, including where they or their partner already have a child.","I want the Government to make IVF more accessible for all. If you can’t have kids naturally you should be offered help, regardless if it’s your first or second child. Couples are being penalised for having a medical issue that prevents them extending there family.
 
Out of all infertility causes, secondary infertility makes up about 50 percent of all cases. More needs to be done.
",2781,2022-04-12T22:43:03.078Z,,,False,Fund 3 rounds of IVF for all couples who cannot conceive naturally.
573619,https://petition.parliament.uk/petitions/573619.json,closed,Introduce a national fishing line recycling scheme,400 million metres of fishing line is discarded in the UK each year. It takes 600 years for heavy monofilament to degrade.,"Fishing litter and discarded nets cause injury and death to thousands of wild animals every year.
 
We need the Government to introduce a national scheme to address this.
 
I want the government to:
 
1. Require material on fishing line recycling is provided whenever someone buys an EA fishing licence.
 
2. Provide funding for fishing line recycling bins in local parks and other open access fisheries such as canals, rivers and sea venues. Anywhere someone can fish, there should be a recycling bin.
 
3. Provide funding for recycling schemes, like the Anglers National Line Recycling Scheme, so these can be expanded to assist in the recycling of line, nets and all plastics collected both in freshwater and marine environments.",2760,2021-02-03T01:05:40.555Z,,,True,Introduce a national fishing line recycling scheme to reduce the amount of fishing line discarded into the environment.
559409,https://petition.parliament.uk/petitions/559409.json,closed,Create a wildlife corridor in place of HS2,"This wildlife belt - a 330 mile long stretch of woodlands, hedgerows, wetlands, orchards and meadows - would be the UK's longest nature reserve and have a massive impact on nature recovery across the UK, serving as a conservation area, a critical link between distant habitats and a living seed bank.","We are in the midst of a pandemic, witnessing an extinction of plant and animal species on an unprecedented scale and heading towards a climate catastrophe. Saving lives, protecting and regenerating natural habitats, supporting local economies – all are a matter of urgency and must be given priority over hugely expensive, long term infrastructure projects that are bound to fail the test of time. Further costs, destruction and CO2 emissions needed to complete HS2 works cannot be justified.",2741,2020-11-06T17:59:42.763Z,,,True,Create a wildlife corridor in place of HS2 to create a nature reserve and help nature recovery.
616845,https://petition.parliament.uk/petitions/616845.json,closed,Suspend any MPs accused of sexual offences pending investigations,"Given the number of allegations occurring of a serious nature we believe there is the need for any MP or Minister formally accused of sexual offences to be suspended from the House, and any ministerial posts, pending the conclusion of all relevant investigations.","To establish a formal process whereby any MP or Minister is suspended immediately from the House and any ministerial posts, pending completion of all relevant investigations - by the police, government or parliamentary authorities - so as to safeguard the public, and others within Parliament and Government.
 
The removal of an MP against whom allegations of this kind are made should not be a personal choice after a formal allegation is made, but a requirement.",2733,2022-05-18T10:52:06.615Z,,,False,Suspend any MPs accused of sexual offences pending investigations.
333388,https://petition.parliament.uk/petitions/333388.json,closed,Require health warnings at point of purchase of fossil fuel energy eg. petrol,"Air pollution damages our lungs, hearts and brains; causing 40,000 premature deaths and £20 billion in costs every year in the UK."," Burning fossil fuels is a major cause of both air pollution and climate change. It is a public right to understand the dangers of fossil fuels, just as it is for tobacco.

Emerging evidence suggests air pollution worsens covid19 outcomes. Health warnings connect the abstract threat of climate change with the vast array of health risks linked to fossil fuels. They should encourage use of alternatives to fossil fuels, and increase demand for zero-carbon renewable energy. Making fossil fuel use more of a public concern should inspire improvements to cycling and public transport networks, car sharing, EV charging stations and city planning.",2503,2020-07-30T20:16:50.054Z,,,True,Require health warnings at point of purchase of fossil fuel energy to reduce air pollution.
560867,https://petition.parliament.uk/petitions/560867.json,closed,Do not instate any form of a National Road pricing scheme in the UK,"There are already ever increasing taxes on motorists, be it at the petrol/diesel pump or the annual Vehicle Excise duty, we do not need another tax imposed, especially not a per mile charge and with a black box tracking every mile driven.","Do not instate any plans for a per mile driven charge for motorists. (potentially known as a National Road Pricing Scheme).

Suggesting that the first 3,000 miles are free then you are charged per mile is just as bad. We pay enough motoring tax already.

This has nothing to do with the environment; the 40bn deficit in tax from fuel duty is precisely because the public have taken up greener forms of transport such as electric vehicles. This is simply because you want to fill the deficit.",2485,2020-11-17T17:08:03.891Z,,,False,Do not instate any form of a National Road pricing scheme in the UK.
615537,https://petition.parliament.uk/petitions/615537.json,closed,We demand that the UK Government declares a Global Climate Emergency,"The UK Government is still the President of COP26. In spite of the progress made at the COP26 conference, global temperatures are rising faster than expected and emissions continue to rise unabated.  It is our moral obligation as COP President to declare a Global Climate Emergency.","The Intergovernmental Panel on Climate Change (IPCC) report published on 28th Feb 2022 makes clear that climate change is impacting the world far faster than scientists had anticipated. Countries have failed to rein in planet-warming carbon emissions, which continue to rise.
""Unchecked carbon pollution is forcing the world's most vulnerable on a frogmarch to destruction...The facts are undeniable. This abdication of leadership is criminal."" U.N. Secretary-General Antonio Guterres.",2469,2022-04-24T19:59:13.975Z,,,True,"This petition is related to climate change, carbon emissions, and environmental protection."
609298,https://petition.parliament.uk/petitions/609298.json,closed,Urge the UN to Send a Human Rights Envoy to Jammu Kashmir,"There is concern over vociferous allegations and reports of human rights violations in the disputed territory of Jammu Kashmir. These include: jailing Kashmiri leaders; human rights defenders; journalists; physical, emotional and mental torture; rape; youths shot; thousands missing; homes destroyed.","The United Nations was set up to preserve human rights and promote global citizenship. The UK was a founding member and is a holding member. It is incumbent upon us all to stand up for the rights, articles, charters, resolutions and regulations enshrined in the UN charter to maintain international peace and uphold international law. We must promote universal respect for human rights. These alleged brutalities cannot be ignored therefore we call upon UK government to act to sustain global goals.",2443,2022-02-22T21:22:51.265Z,,,False,This petition is related to human rights and has nothing to do with the environment.
584640,https://petition.parliament.uk/petitions/584640.json,closed,Publish a comprehensive report into UFO and UAP events in the UK,"The government should commission a comprehensive report, collating all the pertinent information from military and civilian records, relating to reports of UFO (unidentified flying objects) or UAP (unidentified aerial phenomena) which have taken place within the UK and which remain unexplained.","UAP and UFO events may be recorded by a number of different military or civilian authorities, via personnel or public reports, radar, missile detection systems or other equipment. This precludes the opportunity to collate and compare for analysis any pattern of events which may be useful in determining the nature and origin of events which remain unexplained.

UK citizens should be informed.",2370,2021-04-30T11:19:06.716Z,,,False,This petition is related to UFO sightings and has nothing to do with the environment.
300077,https://petition.parliament.uk/petitions/300077.json,closed,"Regulate wildlife food so it’s safer for our UK hedgehogs, mammals & birds","Wildlife food isn’t regulated. Anything can be in the food & sold to the public as suitable. But it could be harmful, of poor quality, even fatal or not nutritionally correct. We request a team be set up to agree on safe, nutritious food, specially designed for all our UK hedgehogs, mammals & birds.","UK wildlife is depleting fast with destruction of habitats & climate crisis. It is more important now than ever to give a helping hand before it disappears completely. The State of Nature Report says that hedgehogs have declined more than 50%, 25% of UK mammals & 50% of birds are at risk of extinction. We need help to get wildlife food regulated. The general public are willing to help but need to be able to provide good quality food to actually improve outcomes for our UK wildlife.",2362,2020-03-03T14:17:29.745Z,,,True,This petition is related to wildlife and environmental protection.
585331,https://petition.parliament.uk/petitions/585331.json,closed,"Review the safety, environmental and wildlife impact of reservoirs","In February our lovely dogs, Coco and Spotty, perished in a local farm reservoir. It was not fenced and had a new polypropylene lining which means that, when wet, it is so slippery it is impossible for anyone (human or animal) to climb out. ","The Government should:

- Commission research into the safest, most effective, most environmentally-friendly and most wildlife-friendly way to capture and store rainwater on farms.

- Require land owners to add secure perimeters to their reservoirs such as cargo netting or fencing.

- Ensure all water resource management grants include ring-fenced funding for robust health and safety measures",2211,2021-05-08T14:15:05.949Z,,,True,This petition is related to water pollution and environmental protection.
